# Time	Temperature [K]	Pressure [Pa]
1e-07	800	5.06625e+06
2.9996e-07	800	5.06625e+06
6.9972e-07	800	5.06625e+06
1.4986e-06	800	5.06625e+06
3.09636e-06	800	5.06625e+06
6.28164e-06	800	5.06625e+06
1.26114e-05	800	5.06625e+06
2.25581e-05	800	5.06625e+06
3.25048e-05	800	5.06625e+06
4.24515e-05	800	5.06625e+06
5.23982e-05	800	5.06625e+06
6.23449e-05	800	5.06625e+06
7.22916e-05	800	5.06625e+06
8.22383e-05	800	5.06625e+06
9.2185e-05	800	5.06625e+06
0.000102132	800	5.06625e+06
0.000112078	800	5.06625e+06
0.000122025	800	5.06625e+06
0.000131972	800	5.06625e+06
0.000141919	800	5.06625e+06
0.000151865	800	5.06625e+06
0.000161812	800	5.06625e+06
0.000171759	800	5.06625e+06
0.000181705	800	5.06625e+06
0.000191652	800	5.06625e+06
0.000201599	800	5.06625e+06
0.000211546	800	5.06625e+06
0.000221492	800	5.06625e+06
0.000231439	800	5.06625e+06
0.000241386	800	5.06625e+06
0.000251332	800	5.06625e+06
0.000261279	800	5.06625e+06
0.000271226	800	5.06625e+06
0.000281172	800	5.06625e+06
0.000291119	800	5.06625e+06
0.000301066	800	5.06625e+06
0.000311013	800	5.06625e+06
0.000320959	800	5.06625e+06
0.000330906	800	5.06625e+06
0.000340853	800	5.06625e+06
0.000350799	800	5.06625e+06
0.000360746	800	5.06625e+06
0.000370693	800	5.06625e+06
0.00038064	800	5.06625e+06
0.000390586	800	5.06625e+06
0.000400533	800	5.06625e+06
0.00041048	800	5.06625e+06
0.000420426	800	5.06625e+06
0.000430373	800.001	5.06625e+06
0.00044032	800.001	5.06625e+06
0.000450266	800.001	5.06625e+06
0.000460213	800.001	5.06625e+06
0.00047016	800.001	5.06625e+06
0.000480107	800.001	5.06625e+06
0.000490053	800.001	5.06625e+06
0.0005	800.001	5.06625e+06
0.00051	800.001	5.06625e+06
0.00052	800.001	5.06625e+06
0.00053	800.001	5.06625e+06
0.00054	800.001	5.06625e+06
0.00055	800.001	5.06625e+06
0.00056	800.001	5.06625e+06
0.00057	800.001	5.06625e+06
0.00058	800.001	5.06625e+06
0.00059	800.001	5.06625e+06
0.0006	800.002	5.06625e+06
0.00061	800.002	5.06625e+06
0.00062	800.002	5.06625e+06
0.00063	800.002	5.06625e+06
0.00064	800.002	5.06625e+06
0.00065	800.002	5.06625e+06
0.00066	800.002	5.06625e+06
